# tri_id  lon  lat  e_ee  e_en  e_nn  e1  e2  azimuth  dilatation  max_shear  second_invariant  e_ee_std  e_en_std  e_nn_std  e1_std  e2_std  dilatation_std  max_shear_std
  496    90.03200   28.45100         4.503       -14.207       -30.178         9.580       -35.255    109.66       -25.676        22.417        36.534       7.020      14.023      18.952       9.163      20.003      19.862      11.975
  497    90.19200   28.65667        12.652       -12.398       -32.779        15.815       -35.942    104.31       -20.127        25.879        39.268      16.327       8.591       7.254      13.360       9.754      18.654       7.059
  498    89.69800   28.61500         3.242       -10.439       -36.039         5.844       -38.641    104.00       -32.797        22.243        39.080      24.773       9.500       9.425      18.844      13.941      26.519       9.945
  499    89.85800   28.82067         6.538        -8.770       -33.285         8.384       -35.130    101.89       -26.747        21.757        36.117       8.805      10.548      13.011       8.343      13.064      15.966       7.510
  500    88.57133   29.80567        17.774        -1.138       -18.516        17.809       -18.551     91.79        -0.742        18.180        25.716       4.505       3.124       2.264       4.472       2.134       5.078       2.415
  501    89.18167   30.16833        19.227        -3.187       -16.179        19.512       -16.464     95.10         3.048        17.988        25.530       3.293       1.751       2.240       3.699       2.131       3.996       2.262
  502    89.68633   29.77333        20.256        -8.932       -25.754        21.929       -27.427    100.61        -5.498        24.678        35.116       3.527       2.496       1.949       3.877       1.859       4.062       2.262
  503    89.51533   29.23800        16.377        -3.489       -32.404        16.625       -32.652     94.07       -16.027        24.639        36.641       3.988       2.896       3.655       3.656       3.639       5.513       2.389
  504    88.98433   28.83800        19.868         2.608       -28.843        20.007       -28.982     86.94        -8.975        24.495        35.217       2.464       1.592       3.056       2.367       3.129       3.960       1.943
  505    88.54500   29.01067        18.899         2.493       -22.281        19.050       -22.431     86.55        -3.381        20.741        29.429       4.341       3.005       2.532       4.279       2.623       4.989       2.525
  506    83.20967   30.31767        27.910        -7.728        -3.431        29.712        -5.233    103.13        24.478        17.472        30.169       4.829       3.160       3.487       5.252       3.273       5.919       3.223
  507    82.41633   30.15800        17.893       -15.438         0.066        26.806        -8.847    120.00        17.960        17.826        28.228       2.264       3.576       4.526       2.938       5.309       4.948       3.506
  509    84.82300   31.89100        16.915        -2.060       -10.347        17.070       -10.502     94.30         6.568        13.786        20.042       3.937       2.074       2.494       3.825       2.583       4.426       2.399
  510    83.82467   32.62400         8.477        -1.038       -11.734         8.530       -11.787     92.93        -3.257        10.158        14.550       2.948       2.302       1.766       2.813       1.920       3.576       1.612
  511    84.47300   32.49433        19.151         0.368       -13.913        19.155       -13.917     89.36         5.238        16.536        23.677       4.061       1.923       1.584       4.087       1.565       4.306       2.223
  512    83.71200   32.12000         4.021        -3.288        -5.987         5.005        -6.971    106.65        -1.966         5.988         8.581       3.525       1.918       4.340       3.354       3.276       5.568       1.801
  513    84.29367   31.76767         3.807        -2.888        -8.177         4.467        -8.836    102.87        -4.370         6.651         9.901       2.373       2.232       2.307       1.868       2.939       3.298       1.829
  515    83.16200   31.31100        21.369        -1.561       -13.005        21.440       -13.075     92.60         8.365        17.258        25.113       1.766       2.131       3.247       1.744       3.404       3.540       2.045
  516    82.58833   32.05533        21.576        -2.707       -11.387        21.797       -11.608     94.66        10.189        16.703        24.695       2.682       2.526       3.091       2.979       3.073       3.959       2.289
